num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Wind_Speed_kmh,cat__Crop_Growth_Stage,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
7.92,11.83,0.99,1.17,32.32,37.52,1419.52,9.22,13.57,Harvest,6.02,No,59.76,North,1431.35,297.9904,0.3758448600464525,7.101384660658753
7.37,61.02,0.8,2.96,31.18,48.92,469.99,4.25,10.69,Vegetative,4.41,Yes,97.91,West,531.01,132.515,0.1840036429769395,7.330618557367721
6.04,28.45,0.79,0.79,18.17,29.32,425.22,8.09,5.61,Sowing,2.66,Yes,109.13,Central,453.67,146.9953,0.3655737790808624,6.279917072684516
5.76,52.62,0.39,0.85,30.81,52.98,1319.98,7.11,3.14,Flowering,7.32,Yes,57.5,North,1372.6,219.0591,0.191290226776715,7.398366236175423
5.95,51.11,0.72,1.54,31.83,85.24,1622.13,10.09,17.06,Flowering,8.21,No,85.22,West,1673.24,321.1647,0.249563114348171,7.90624855056633
8.12,18.27,0.85,2.07,25.73,92.69,835.14,6.13,13.75,Vegetative,2.7,Yes,55.73,West,853.41,157.7249,0.2444140922032654,7.777337432682696
7.28,44.17,0.84,3.47,31.35,76.54,537.97,8.89,0.54,Sowing,1.09,Yes,110.4,Central,582.14,278.7015,0.17220342662837,7.783444408714519
7.45,42.26,0.69,1.75,22.78,54.16,1947.1,7.96,9.0,Sowing,7.82,Yes,107.17,East,1989.36,181.3288,0.223870559706827,7.11863578558093
7.45,16.22,1.31,2.18,23.53,44.03,1727.34,10.6,12.23,Harvest,6.07,Yes,45.12,East,1743.56,249.418,0.3449715049620774,6.944112183809631
7.2,18.8,0.61,2.15,36.79,63.53,1320.26,7.96,12.15,Harvest,14.07,No,81.8,Central,1339.06,292.8484,0.1770165045642614,7.757166062716659
5.73,63.34,1.08,0.4,22.39,83.05,65.85,9.56,8.33,Flowering,7.38,No,51.71,South,129.19,214.0484,0.5717863235556779,7.52859490412657
7.08,47.15,0.33,1.0,30.62,72.48,1644.58,10.65,13.85,Vegetative,9.39,Yes,100.06,South,1691.73,326.103,0.1527210870176639,7.705414535376612
7.08,27.51,0.51,2.58,30.63,32.54,1642.84,5.71,10.06,Vegetative,9.91,No,83.18,West,1670.35,174.8973,0.1331821696421014,6.905452830380502
5.94,63.35,0.92,1.71,37.08,92.7,749.52,10.7,4.63,Sowing,11.32,Yes,19.97,West,812.87,396.756,0.2922840133851498,8.142737095622403
7.62,21.88,1.18,2.89,41.52,50.13,2289.37,8.68,12.94,Flowering,7.88,Yes,60.81,West,2311.25,360.3936,0.2649316599727368,7.641275201163364
4.94,19.4,1.1,1.06,12.67,65.99,657.16,10.62,1.53,Harvest,1.45,Yes,32.4,South,676.56,134.5554,0.427866044797331,6.7299355338112585
5.43,26.2,1.52,1.86,23.02,72.88,1960.9,4.11,6.4,Sowing,3.4,No,80.37,Central,1987.1,94.6122,0.4262270995565935,7.425773533649619
7.44,16.81,0.79,0.18,15.63,28.58,758.69,5.25,3.7,Vegetative,6.23,Yes,4.82,South,775.5,82.0575,0.5125191042723238,6.104135426822604
7.42,40.77,0.53,2.02,30.86,83.81,362.29,6.41,9.05,Sowing,14.09,No,99.24,North,403.06,197.8126,0.1616907721005461,7.858399745615125
5.52,56.38,1.06,2.69,26.3,81.33,1993.46,7.91,1.08,Harvest,9.11,No,16.53,West,2049.84,208.033,0.252518159994114,7.668551294883636
7.41,31.84,1.42,2.32,41.76,54.96,1405.61,10.31,17.07,Harvest,2.62,No,80.44,North,1437.4499999999998,430.5456,0.3560723527785879,7.738980201839473
7.69,18.9,0.51,0.28,31.03,26.93,415.36,9.26,10.74,Harvest,0.58,Yes,3.31,North,434.26,287.3378,0.3353555419211378,6.72939136039651
7.7,27.52,0.43,0.42,27.37,54.12,2135.06,7.61,16.54,Harvest,6.06,Yes,29.12,West,2162.58,208.2857,0.264528767477064,7.301326197500652
5.82,42.3,0.76,3.04,22.5,75.48,2335.85,6.94,0.55,Vegetative,7.54,Yes,10.1,South,2378.15,156.15,0.1723712259407865,7.43797168054006
5.26,32.6,1.37,3.28,26.47,72.21,1025.91,6.63,11.53,Harvest,9.57,No,91.09,West,1058.51,175.49609999999998,0.2777025355646442,7.556113596977611
7.69,50.09,1.48,2.89,22.02,57.74,343.9,10.34,19.7,Vegetative,8.81,Yes,98.48,Central,393.99,227.6868,0.3224187508904184,7.148687509390959
7.33,43.86,0.64,3.28,15.3,64.04,968.32,4.89,9.8,Sowing,6.02,Yes,78.61,South,1012.18,74.817,0.1393555209105113,6.888380800017378
6.4,49.86,1.53,1.96,34.91,39.04,1373.89,10.41,0.52,Harvest,6.63,Yes,40.28,North,1423.75,363.4131,0.4166634334181939,7.218093550477587
5.61,49.05,0.35,2.49,31.44,40.51,279.74,10.64,8.85,Vegetative,5.88,No,47.49,South,328.79,334.52160000000003,0.0955706303852996,7.150414671375251
5.46,13.21,1.14,1.8,23.58,48.59,2220.56,8.17,12.4,Vegetative,12.58,No,24.47,Central,2233.77,192.6486,0.3415613061286842,7.044689051940669
6.84,56.48,0.99,0.2,15.35,57.73,971.53,5.62,18.67,Sowing,7.34,Yes,92.07,West,1028.01,86.267,0.6015799870344548,6.7880202769783935
5.59,51.27,1.58,3.27,29.45,70.17,1071.06,4.57,10.26,Flowering,6.35,Yes,23.2,South,1122.33,134.5865,0.3148278340032319,7.634098570786495
7.49,49.57,0.74,1.65,22.74,53.63,1345.01,4.52,19.59,Flowering,3.0,No,75.77,North,1394.58,102.7848,0.246270281394228,7.107053742455391
5.2,33.63,1.26,1.88,26.31,46.92,2128.13,10.7,4.45,Sowing,9.02,No,17.2,East,2161.76,281.517,0.3629054936893685,7.119202858297859
5.35,18.04,1.31,0.13,19.1,35.32,1632.85,4.39,10.01,Flowering,0.37,No,70.07,Central,1650.89,83.849,0.7697804065808614,6.515618946765246
6.39,50.48,0.36,2.24,20.56,62.2,1550.16,8.66,17.81,Sowing,8.23,No,62.25,South,1600.64,178.0496,0.1053605156578263,7.154484098299628
4.98,10.87,0.41,0.82,20.25,93.31,1779.04,5.78,2.92,Sowing,10.69,Yes,117.59,East,1789.91,117.045,0.2031650843833234,7.544611169641482
7.45,34.31,0.38,3.36,34.74,88.77,2115.25,10.23,10.19,Sowing,14.69,Yes,18.52,West,2149.56,355.39020000000005,0.0835650783460422,8.034264731234927
6.29,48.48,0.66,1.65,12.52,78.47,921.0,5.5,11.12,Sowing,10.94,Yes,4.85,West,969.48,68.86,0.2223885493908407,6.891061103440023
6.25,63.04,1.49,0.91,22.28,42.83,875.72,5.21,16.03,Vegetative,4.06,Yes,2.98,East,938.76,116.0788,0.5766721895635772,6.861975598755154
6.96,24.22,1.16,0.67,39.62,51.34,206.96,9.68,3.26,Vegetative,0.43,Yes,21.56,South,231.18,383.5216,0.5274530852264825,7.618295716045909
7.69,49.82,0.72,1.6,24.01,92.93,195.65,6.18,2.63,Harvest,14.85,Yes,61.08,North,245.47,148.3818,0.2444533379009608,7.710765010812329
7.91,44.35,0.74,2.64,24.53,83.28,2049.86,7.46,1.62,Flowering,4.08,Yes,66.44,Central,2094.21,182.9938,0.1850650427397054,7.622594672994357
6.28,17.12,1.36,1.85,28.48,78.84,375.71,8.83,7.67,Sowing,12.03,No,14.86,North,392.83,251.4784,0.3901436534137309,7.717067831930928
7.49,33.09,0.48,3.15,35.93,40.48,800.12,7.19,10.63,Harvest,1.64,Yes,114.12,Central,833.21,258.3367,0.1094485338555357,7.283067936674543
7.16,52.09,1.58,3.26,25.46,28.58,226.24,6.57,14.56,Flowering,8.55,Yes,76.43,Central,278.33000000000004,167.27220000000003,0.3154616365588567,6.591189115286812
6.29,21.1,1.53,1.65,29.92,45.03,1339.8,4.17,19.03,Vegetative,8.4,Yes,35.17,North,1360.9,124.7664,0.4557516065385341,7.206598038619161
8.17,37.65,1.22,2.69,34.59,85.9,423.23,9.72,7.36,Harvest,11.5,No,50.68,East,460.88,336.2148000000001,0.2856474837539934,7.997084950493331
6.94,63.44,1.4,0.13,20.9,40.73,2403.5,8.75,0.65,Flowering,2.53,Yes,38.19,West,2466.94,182.875,0.8060016700151796,6.747888124536643
8.09,22.35,0.93,1.8,16.3,69.38,1774.62,4.14,5.46,Flowering,7.11,Yes,56.2,Central,1796.9699999999998,67.482,0.2867888164745659,7.031647614802698
7.52,22.92,1.11,2.91,33.71,83.36,1133.13,9.61,14.1,Vegetative,7.25,Yes,2.2,North,1156.0500000000002,323.9531,0.2498925597063634,7.941318907525017
7.48,57.33,0.99,0.11,37.22,65.41,1403.11,10.56,7.19,Harvest,9.84,No,40.63,Central,1460.4399999999998,393.0432,0.6375773294051346,7.797932070658221
7.78,24.56,0.74,1.1,19.07,59.81,17.31,10.33,17.2,Flowering,13.24,No,53.08,West,41.87,196.9931,0.3018667074437373,7.040165656003395
6.22,58.79,1.33,2.07,21.0,84.36,2191.47,7.48,11.13,Harvest,8.07,No,69.93,North,2250.26,157.08,0.3599269793251097,7.480180108327021
5.93,26.63,0.79,0.25,31.89,67.73,1944.94,8.66,14.65,Flowering,14.35,Yes,88.91,South,1971.57,276.1674,0.4898062565419153,7.67828456942373
7.04,14.92,0.48,2.56,40.74,50.25,2356.9,10.09,19.78,Vegetative,12.5,Yes,34.21,Central,2371.82,411.0666,0.1264841471091196,7.624709314110956
5.33,46.89,0.95,1.54,31.02,85.6,559.07,8.74,8.24,Vegetative,13.45,Yes,0.71,South,605.96,271.1148,0.3177376551838906,7.8846939735767965
4.95,56.71,0.84,0.97,25.19,90.02,802.24,4.91,9.29,Vegetative,2.6,No,75.72,Central,858.95,123.6829,0.3551509405957573,7.726919855165415
6.06,63.22,0.45,1.33,18.7,53.93,598.64,4.46,13.3,Harvest,9.31,Yes,117.16,North,661.86,83.402,0.1765826601249365,6.917201522408544
6.62,12.16,0.66,0.11,13.42,42.47,1273.34,4.16,17.07,Sowing,4.04,No,25.75,East,1285.5,55.827200000000005,0.4666195312614949,6.3472970863234695
5.38,15.41,0.5,2.82,36.88,27.65,2164.05,10.77,10.68,Vegetative,12.15,No,106.17,South,2179.46,397.1976,0.1230049796375351,6.928275295951623
7.4,44.64,1.44,0.85,24.32,82.21,2201.44,6.71,5.87,Sowing,0.32,Yes,91.08,West,2246.08,163.1872,0.575701925687047,7.601076044475346
5.9,22.69,0.34,1.72,16.48,28.31,1645.6,4.15,10.7,Flowering,10.45,Yes,69.14,Central,1668.29,68.39200000000001,0.1177830356563834,6.147503728307742
6.92,48.87,0.39,0.57,40.71,40.79,1021.94,8.1,15.65,Vegetative,4.78,No,14.02,South,1070.81,329.751,0.2218688538822091,7.415512740749162
5.87,33.51,0.51,2.6,19.85,63.7,1453.62,7.93,16.99,Harvest,12.26,No,14.92,East,1487.13,157.4105,0.1324891830460789,7.143179117958143
6.5,62.05,0.87,2.41,13.37,45.54,150.44,6.74,11.03,Sowing,11.8,Yes,18.05,West,212.49,90.1138,0.22724071829828,6.413245491762288
7.45,26.57,1.59,3.17,29.38,57.77,1265.34,10.72,4.67,Flowering,0.41,No,70.6,South,1291.91,314.9536,0.3230214388970898,7.437372784118581
7.27,64.78,0.96,1.4,41.53,38.49,483.53,7.16,14.86,Harvest,14.06,Yes,2.48,Central,548.31,297.3548,0.3364722366212129,7.377439919856491
4.91,53.42,0.54,2.19,29.82,81.87,2484.05,4.9,14.85,Harvest,8.84,No,104.49,West,2537.4700000000003,146.11800000000002,0.156387316858971,7.800721456047988
5.03,35.45,1.54,2.99,19.86,90.81,987.42,7.52,8.8,Harvest,2.17,Yes,89.51,North,1022.87,149.3472,0.3263965846324713,7.498031398175526
5.81,59.84,0.61,2.89,28.97,88.22,1816.03,6.64,9.62,Vegetative,10.05,Yes,21.44,East,1875.87,192.3608,0.1456682391459191,7.846485707047464
6.37,38.58,0.31,3.03,35.21,44.85,2262.91,9.9,11.5,Sowing,14.7,Yes,18.68,North,2301.49,348.579,0.0741079721537219,7.365286765904398
7.8,33.24,1.01,2.25,28.31,61.08,1887.36,10.64,19.19,Vegetative,12.8,No,27.04,South,1920.6,301.2184,0.2706141639396329,7.455977722850008
6.17,21.3,0.9,0.95,15.87,43.36,696.27,8.54,3.95,Sowing,12.96,Yes,59.54,Central,717.5699999999999,135.52979999999997,0.3794896217049037,6.535420064898455
6.79,15.28,1.42,1.94,23.81,92.48,1137.83,5.66,6.21,Sowing,4.02,No,104.77,East,1153.11,134.7646,0.3940624760103526,7.697552105497314
5.16,47.57,1.3,1.37,23.77,35.9,530.43,8.14,7.45,Sowing,1.64,No,12.52,Central,578.0,193.4878,0.437301706919439,6.750332752497341
8.01,12.93,0.48,3.47,26.55,87.11,2488.17,4.24,13.63,Harvest,8.06,No,2.24,Central,2501.1,112.572,0.1019991679551214,7.746633723924091
6.26,9.5,1.59,2.24,38.43,60.16,2094.55,7.47,1.08,Flowering,8.1,Yes,22.67,North,2104.05,287.0721,0.3992731378602433,7.746278526232008
7.51,32.3,1.31,2.87,36.48,56.47,1324.35,9.87,6.96,Sowing,8.24,Yes,26.83,South,1356.65,360.0575999999999,0.2915505492297012,7.630959001968097
6.17,57.64,0.67,0.28,34.3,89.02,1241.09,9.11,8.24,Harvest,11.59,No,67.24,North,1298.73,312.473,0.4209692946441296,8.02433386940938
6.56,26.4,0.31,1.03,41.7,84.51,1154.81,7.91,14.44,Sowing,10.55,No,40.27,Central,1181.21,329.84700000000004,0.142115136315914,8.167654722157936
4.81,51.52,1.14,0.75,27.06,75.44,1507.69,8.9,11.76,Harvest,12.55,No,119.75,North,1559.21,240.834,0.5016407141889181,7.6218839994907155
5.88,39.96,0.68,1.58,12.58,47.04,537.02,8.25,11.44,Harvest,8.94,Yes,12.65,East,576.98,103.785,0.2339377964450902,6.384794993782337
7.54,30.25,1.37,0.67,26.47,79.14,726.2,10.55,8.44,Flowering,14.72,Yes,90.64,West,756.45,279.2585,0.5990338889894666,7.647707702677562
7.61,48.98,1.53,3.2,16.08,37.1,2329.18,8.35,8.7,Harvest,10.55,No,38.3,South,2378.16,134.26799999999997,0.3106310054373255,6.392868084861461
6.11,36.5,0.76,1.63,26.71,26.27,1380.12,6.69,9.53,Vegetative,0.43,No,110.57,West,1416.62,178.68990000000002,0.2538460752026857,6.554889784155344
7.24,58.12,0.42,3.26,28.59,66.82,211.23,4.83,9.3,Harvest,6.56,No,39.95,South,269.35,138.0897,0.0940289496482763,7.5555827613331505
7.4,20.7,0.85,0.53,33.91,93.31,53.52,10.0,0.85,Harvest,0.5,Yes,105.34,South,74.22,339.1,0.4418327522790392,8.059953230884798
6.91,49.54,1.53,2.33,38.96,43.64,1610.43,4.21,18.58,Harvest,5.91,Yes,24.6,Central,1659.97,164.0216,0.3780661339200499,7.439097627956868
6.78,33.31,0.9,0.33,28.04,83.21,5.18,10.33,9.05,Flowering,2.75,Yes,83.53,West,38.49,289.6532,0.5168226432383649,7.755428097635131
7.17,64.55,0.92,1.06,16.74,69.23,2079.83,5.82,19.62,Flowering,12.96,No,72.94,East,2144.38,97.4268,0.3692173177158234,7.056097867310704
7.11,61.1,0.42,1.13,30.68,83.64,2192.32,7.23,18.05,Harvest,9.38,Yes,99.61,Central,2253.42,221.8164,0.179971379449001,7.85052247533882
6.75,51.8,1.27,0.3,14.35,77.8,1857.54,4.28,2.92,Vegetative,6.54,No,12.24,South,1909.34,61.418,0.6815416344396373,7.01878668470474
6.94,16.69,1.22,2.55,22.77,81.23,1102.33,4.24,1.11,Flowering,6.19,No,116.55,Central,1119.02,96.5448,0.2953987014129254,7.523269026401107
5.78,33.59,0.38,1.49,30.95,77.53,800.49,6.39,13.31,Harvest,9.79,Yes,23.99,North,834.08,197.7705,0.1420293192949135,7.78345461474618
7.15,63.6,1.33,2.09,30.5,90.28,1320.93,9.06,16.01,Harvest,6.3,No,64.14,South,1384.53,276.33000000000004,0.3579686051799526,7.92100573849911
6.49,34.01,1.37,0.91,24.78,46.8,1213.01,5.69,1.33,Harvest,12.44,No,44.92,North,1247.02,140.99820000000005,0.5407401803375139,7.0567819965649
7.01,46.61,1.08,2.5,22.87,68.72,1557.61,10.4,0.87,Sowing,2.2,No,98.68,Central,1604.2199999999998,237.848,0.2689360296307256,7.3605023669022
7.68,63.25,0.58,2.17,32.06,93.17,1574.5,9.63,11.74,Harvest,14.84,No,111.27,North,1637.75,308.73780000000005,0.1680242520931302,8.002369653296679
5.74,14.3,1.13,1.84,22.55,48.33,2128.74,6.58,3.89,Vegetative,11.21,No,93.04,South,2143.04,148.37900000000002,0.3349620425259843,6.994704695718936
6.67,62.46,0.7,2.64,14.44,91.28,1179.49,6.44,17.07,Harvest,13.23,Yes,92.19,North,1241.95,92.9936,0.1758906664636642,7.184692228817437
4.8,56.1,0.88,0.61,38.08,28.58,319.78,7.02,15.46,Sowing,5.09,Yes,77.07,East,375.88,267.3216,0.4360485314802446,6.993314802542447
7.9,12.41,0.83,0.45,25.79,89.02,1246.21,4.38,13.86,Harvest,4.58,No,83.36,South,1258.62,112.9602,0.4526118865338664,7.739283361763618
4.98,12.41,0.88,1.11,16.58,81.36,661.55,10.53,18.7,Harvest,1.37,No,21.24,West,673.9599999999999,174.58739999999997,0.3485854399146199,7.207821944787343
4.93,33.6,0.62,0.64,38.62,32.93,1873.92,7.88,5.26,Sowing,14.63,Yes,97.83,Central,1907.52,304.32559999999995,0.3206685714480874,7.1489403783906855
6.0,41.98,0.38,0.81,32.69,85.32,1582.69,7.31,4.21,Harvest,7.54,Yes,111.47,East,1624.67,238.9639,0.190574698550675,7.933836587288509
7.76,24.64,1.01,3.07,22.25,33.56,1683.45,7.26,12.32,Flowering,14.01,No,107.16,South,1708.09,161.535,0.2216682621358869,6.617015202264435
6.56,37.81,0.78,0.37,15.03,54.94,1267.0,5.98,7.69,Sowing,3.29,No,68.18,West,1304.81,89.8794,0.4506571022995378,6.717500174659653
5.71,45.57,1.24,2.14,32.59,60.81,2241.57,10.4,3.01,Vegetative,10.61,No,6.66,North,2287.1400000000003,338.93600000000004,0.3328259244681927,7.592264207037527
4.97,55.72,0.91,3.17,41.18,89.42,576.05,10.49,3.24,Vegetative,7.57,No,37.31,East,631.77,431.9782,0.1973952257796804,8.211568603786562
6.86,43.06,0.82,3.48,20.13,56.03,1987.32,5.77,12.01,Harvest,11.76,Yes,115.56,West,2030.38,116.15009999999998,0.1680837741311823,7.0289847244951495
5.41,55.49,0.69,1.87,22.83,59.3,2113.7,4.56,11.77,Sowing,8.25,Yes,27.1,West,2169.19,104.10479999999998,0.2154485150924093,7.211423145055494
6.37,34.22,0.62,3.22,26.91,90.06,946.74,4.25,19.63,Vegetative,3.62,No,15.98,North,980.96,114.3675,0.1370795926806199,7.793386618387453
5.18,54.62,1.41,1.72,22.05,26.98,538.76,9.88,4.37,Sowing,13.26,Yes,33.1,South,593.38,217.854,0.4176455266650354,6.3900879708441165
5.41,36.92,0.72,1.24,38.53,32.72,2171.0,10.39,0.74,Harvest,14.24,No,106.73,North,2207.92,400.3267,0.2787134024690205,7.140216565063192
8.13,24.86,1.27,1.79,41.53,29.67,1741.71,4.63,18.91,Vegetative,5.67,No,72.41,North,1766.57,192.2839,0.375141377780367,7.117363722601572
4.83,62.93,0.38,1.17,19.54,79.81,1081.58,8.04,18.59,Flowering,7.85,No,89.06,South,1144.51,157.1016,0.1613661916179666,7.352753487343087
8.13,64.66,1.22,2.2,29.58,48.28,107.58,7.5,12.81,Harvest,7.6,No,53.56,West,172.24,221.85,0.3229888862839259,7.264815828565456
5.17,30.34,1.53,0.23,28.41,27.15,1157.13,9.17,11.73,Vegetative,10.66,No,62.05,Central,1187.47,260.5197,0.8082165103447325,6.649413862002278
6.44,19.55,0.43,0.42,39.38,29.09,476.74,6.37,19.78,Sowing,11.66,Yes,78.3,Central,496.29,250.8506,0.264528767477064,7.044525097241334
5.31,55.59,1.52,0.24,31.32,54.07,135.91,9.33,17.29,Vegetative,9.26,No,19.04,North,191.5,292.2156,0.8001193001121132,7.435126702923897
6.98,29.19,1.08,2.07,13.1,29.19,2363.3,5.17,9.43,Vegetative,2.2,No,97.08,North,2392.49,67.727,0.3014307726435012,5.949050139537466
6.54,56.81,1.33,2.55,37.1,65.35,2352.45,6.26,14.77,Sowing,10.76,Yes,29.92,Central,2409.26,232.246,0.3181976163777314,7.79378678337425
5.27,36.42,1.59,2.11,14.01,68.35,1325.41,9.38,3.11,Flowering,2.21,Yes,55.68,Central,1361.8300000000002,131.4138,0.4129397825248701,6.8654566739756815
5.18,41.13,1.38,0.99,13.77,75.09,1684.14,10.76,11.61,Flowering,0.78,Yes,8.93,North,1725.2700000000002,148.1652,0.5267781056278693,6.942146367481779
7.36,49.78,1.54,1.3,22.13,49.36,2278.8,5.9,17.78,Sowing,2.08,Yes,13.94,West,2328.5800000000004,130.567,0.5125632436645314,6.99698958343676
5.18,47.9,1.38,2.48,18.11,68.29,1809.9,5.73,15.72,Sowing,11.16,No,22.77,West,1857.8,103.7703,0.3340061441260193,7.121035870826188
6.81,61.22,0.97,2.34,15.78,45.73,152.96,7.05,14.78,Harvest,5.8,Yes,80.57,North,214.18,111.249,0.2549670971270474,6.582882665848309
5.82,21.87,1.01,2.07,21.71,71.78,1997.64,10.78,11.26,Sowing,6.54,Yes,92.06,West,2019.51,234.0338,0.2844194268169645,7.352020370723689
8.09,21.83,1.45,1.58,27.71,53.1,871.97,6.94,3.4,Vegetative,14.9,No,42.43,North,893.8000000000001,192.30740000000003,0.4459769770250655,7.294649680667907
6.36,41.26,0.34,2.78,33.42,80.75,131.04,4.46,8.64,Harvest,14.69,Yes,26.88,North,172.29999999999998,149.0532,0.0861291537299387,7.900882970220522
8.11,43.93,0.86,0.43,27.19,60.56,1265.68,10.85,5.62,Sowing,2.48,No,41.27,North,1309.61,295.0115,0.4708773732943324,7.407090985740182
4.88,38.66,0.55,2.93,22.46,88.59,526.86,6.99,6.04,Flowering,4.08,No,14.34,West,565.52,156.99540000000002,0.1309836205457239,7.596257387881549
7.56,9.19,1.02,2.96,20.15,72.99,249.34,7.69,11.04,Sowing,10.48,No,116.78,Central,258.53000000000003,154.9535,0.2291858657701724,7.294206428713015
7.97,47.05,0.87,0.83,41.83,89.42,2456.59,10.45,10.33,Sowing,13.06,No,112.67,Central,2503.6400000000003,437.1235,0.3889358061569538,8.227225468855224
6.51,51.1,1.43,1.93,20.55,40.83,2086.07,4.99,15.15,Flowering,9.33,No,1.62,Central,2137.17,102.5445,0.397469634331967,6.733469151480141
5.45,27.39,0.68,0.99,35.62,79.19,1527.82,7.34,1.04,Harvest,12.84,Yes,110.18,East,1555.21,261.4508,0.2939438336757572,7.945111759177418
7.03,58.3,0.38,3.06,21.65,87.72,87.18,9.87,11.57,Harvest,13.31,No,81.51,West,145.48000000000002,213.6855,0.0894714028304921,7.549681794095933
5.85,37.82,1.11,3.27,35.72,30.63,1393.64,9.06,9.12,Harvest,4.99,Yes,13.99,East,1431.46,323.6232,0.2310745469331599,6.998604249647326
5.08,10.02,0.66,1.98,36.02,52.05,2198.33,6.59,10.95,Sowing,1.5,Yes,83.43,North,2208.35,237.3718,0.2000603811313362,7.536812371176838
7.75,8.41,0.58,1.7,28.81,68.11,1648.27,10.66,8.08,Flowering,3.38,No,116.63,Central,1656.68,307.1146,0.1945916493857689,7.582356083831346
6.65,60.43,0.34,0.61,21.57,60.88,1482.75,5.5,5.01,Sowing,13.93,No,66.95,East,1543.18,118.635,0.1915951935792838,7.180969393452651
5.07,13.32,1.55,3.11,34.75,83.84,487.52,7.57,9.84,Harvest,11.9,No,25.55,West,500.84,263.0575,0.3200008637069483,7.97743297055213
6.15,15.08,0.57,1.91,15.73,92.47,868.18,5.66,10.12,Harvest,9.56,No,27.65,East,883.26,89.0318,0.1788792126029817,7.2831412448287
8.07,41.96,1.52,0.18,16.27,55.16,118.87,9.25,7.99,Flowering,2.56,Yes,100.19,South,160.83,150.4975,0.82773733453271,6.800674618055696
8.0,55.4,0.79,3.34,37.77,86.36,803.18,9.6,16.09,Flowering,14.7,No,32.59,North,858.5799999999999,362.592,0.1672313110703647,8.090346272958442
5.53,13.62,0.55,2.74,26.07,62.45,1100.94,10.44,12.05,Vegetative,9.3,Yes,61.42,East,1114.56,272.1708,0.137201121513485,7.395765499597078
7.9,18.9,0.98,1.05,32.88,52.06,1439.84,6.8,6.23,Sowing,0.96,No,86.56,Central,1458.74,223.584,0.390722826370961,7.445845502502997
6.04,52.38,0.59,2.39,29.0,52.52,30.45,10.54,13.2,Vegetative,2.47,No,55.96,West,82.83,305.66,0.1604518979039874,7.32914622830718
7.89,38.64,0.8,3.33,21.23,42.51,2485.12,10.5,9.35,Vegetative,9.24,No,61.34,North,2523.76,222.915,0.1695381171682796,6.80626205348634
7.44,27.23,0.87,1.6,12.65,51.42,2429.28,5.48,16.27,Harvest,8.32,No,40.48,North,2456.51,69.322,0.2886431489313315,6.479220602933753
6.86,13.59,1.03,2.95,25.13,53.19,664.91,4.28,3.23,Flowering,5.69,Yes,98.16,West,678.5,107.5564,0.231714312123531,7.198680611375947
6.69,34.69,1.09,3.34,27.62,93.48,734.23,8.74,7.02,Flowering,5.11,Yes,97.36,North,768.9200000000001,241.3988,0.2240647858335306,7.856674891696559
7.05,50.57,0.66,1.84,31.58,36.15,972.12,6.38,18.1,Harvest,13.08,Yes,15.47,East,1022.69,201.4804,0.2089589163222533,7.041076524527309
7.79,53.62,1.3,1.94,30.74,38.24,93.37,6.12,3.25,Vegetative,12.19,Yes,78.61,South,146.99,188.1288,0.3661536878932762,7.070297168216335
5.98,44.26,1.15,2.23,30.71,56.29,2138.32,6.11,19.54,Vegetative,0.35,Yes,31.93,North,2182.5800000000004,187.6381,0.3045665871537896,7.455683547454205
7.93,59.38,1.28,0.65,22.12,39.2,261.83,6.54,15.01,Harvest,14.74,Yes,36.54,West,321.21,144.6648,0.5742271351164867,6.766311523151229
5.34,12.33,0.96,3.48,30.08,89.12,1462.02,10.12,5.23,Sowing,10.31,Yes,63.63,West,1474.35,304.40959999999995,0.1941560144409574,7.894217238475547
7.48,63.81,0.35,2.03,13.29,70.06,2424.26,7.03,8.12,Harvest,13.4,No,88.74,Central,2488.07,93.4287,0.1093130899736496,6.837437315662942
7.4,38.38,0.47,2.81,13.22,50.02,1439.42,7.94,18.77,Sowing,5.28,Yes,65.69,South,1477.8000000000002,104.9668,0.1163238204550958,6.495664871970141
6.66,8.25,0.68,1.26,28.57,92.55,1373.56,8.73,16.6,Flowering,7.17,Yes,64.94,North,1381.81,249.41610000000003,0.2630447680663957,7.880484376634956
8.16,40.82,0.5,0.86,33.11,43.07,2125.44,4.08,5.17,Harvest,7.26,No,55.05,North,2166.26,135.0888,0.2380851313124088,7.263363043687621
5.59,28.46,1.54,1.52,24.28,84.09,1097.79,8.96,19.64,Flowering,0.86,Yes,91.3,South,1126.25,217.54880000000003,0.4769240720903093,7.622030286804155
7.82,9.66,1.56,0.28,16.82,55.17,1705.9,4.76,2.52,Flowering,5.16,Yes,53.97,South,1715.5600000000002,80.0632,0.7969439742415889,6.834065034952488
6.99,10.91,0.48,2.71,15.2,64.23,1780.33,9.1,18.96,Harvest,5.08,Yes,17.13,East,1791.24,138.32,0.1216688573147025,6.884789574427379
5.83,53.45,0.31,2.91,29.57,43.56,825.42,4.86,14.18,Flowering,7.27,Yes,102.75,South,878.87,143.7102,0.076297754050646,7.161675686525351
6.63,18.12,1.32,3.31,16.97,84.42,2476.0,7.98,2.91,Flowering,14.39,No,63.73,Central,2494.12,135.4206,0.2671715380359425,7.267949204037701
