num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
6.68,20.75,1.56,1.47,17.09,35.46,621.71,9.24,Loamy,3.49,Wheat,Harvest,Kharif,Canal,River,5.53,No,32.87,East,642.46,157.9116,0.48954822531870584,6.40854757177276
7.15,8.94,1.56,0.51,15.16,53.02,2369.57,9.06,Loamy,4.05,Potato,Harvest,Rabi,Rainfed,Rainwater,7.25,Yes,61.15,West,2378.51,137.3496,0.7095679107722728,6.690572924376103
6.06,11.41,1.32,1.09,19.82,90.41,2007.05,9.29,Silt,13.41,Cotton,Flowering,Rabi,Drip,Groundwater,13.86,Yes,46.11,East,2018.46,184.12779999999998,0.48954822531870584,7.491604312691107
5.22,9.63,1.51,1.04,27.56,76.88,1399.68,9.52,Sandy,18.54,Rice,Sowing,Rabi,Sprinkler,River,1.2,Yes,36.29,Central,1409.3100000000002,262.3712,0.5539977956311994,7.659083061880424
5.13,60.04,1.39,0.3,34.83,40.61,434.54,8.34,Loamy,6.15,Cotton,Vegetative,Rabi,Rainfed,River,11.55,Yes,41.72,East,494.58000000000004,290.4822,0.7271769291462566,7.255200166707632
5.33,46.95,0.89,0.15,27.56,25.17,1271.51,6.55,Loamy,5.83,Cotton,Harvest,Zaid,Sprinkler,River,12.75,No,72.39,West,1318.46,180.518,0.5731878654809665,6.543458793311829
5.84,8.88,0.44,2.33,25.18,60.82,847.1,6.89,Sandy,3.54,Rice,Flowering,Kharif,Rainfed,Groundwater,2.78,Yes,47.89,East,855.98,173.4902,0.12410269746756693,7.334621474729868
6.2,58.28,0.47,1.94,20.26,79.05,1915.04,8.7,Loamy,14.63,Potato,Vegetative,Rabi,Canal,Rainwater,12.35,No,43.14,West,1973.32,176.262,0.14830270994483516,7.379353261570848
5.96,14.05,0.89,2.27,19.68,74.7,2080.76,10.09,Clay,19.01,Sugarcane,Harvest,Rabi,Rainfed,Groundwater,0.35,Yes,98.47,West,2094.8100000000004,198.5712,0.24072508936400988,7.2937629801987
5.08,59.36,0.56,3.19,18.5,30.81,1621.56,8.44,Sandy,18.74,Potato,Sowing,Rabi,Rainfed,Reservoir,8.25,No,72.39,Central,1680.9199999999998,156.14,0.12544388411250348,6.347362939608679
7.99,50.84,1.18,1.47,21.43,55.09,1924.68,10.12,Sandy,14.2,Sugarcane,Vegetative,Zaid,Sprinkler,River,10.41,Yes,2.34,East,1975.52,216.87159999999997,0.3905090169545143,7.074606704649818
7.56,42.54,0.6,0.59,30.51,35.57,1923.11,8.53,Silt,13.99,Potato,Harvest,Rabi,Sprinkler,Rainwater,6.92,Yes,58.76,East,1965.6499999999999,260.2503,0.32016752759626926,6.990478114977934
5.64,22.33,0.88,1.93,36.89,38.53,1207.98,5.44,Clay,1.34,Rice,Harvest,Kharif,Drip,Reservoir,1.82,No,39.34,Central,1230.31,200.68160000000003,0.2626267661096337,7.260080968611207
5.33,40.48,1.29,3.34,15.33,31.27,593.63,6.24,Clay,14.31,Maize,Sowing,Kharif,Rainfed,Groundwater,14.76,No,42.23,North,634.11,95.6592,0.2602350940392856,6.174554766738284
5.88,52.51,0.42,0.85,32.74,91.3,2274.67,5.49,Sandy,16.69,Potato,Sowing,Rabi,Canal,Reservoir,5.08,Yes,20.54,North,2327.1800000000003,179.7426,0.20459419240307783,8.003082845519023
5.0,21.32,0.6,3.12,28.06,77.39,765.16,7.97,Loamy,15.42,Cotton,Vegetative,Zaid,Canal,Groundwater,11.6,Yes,51.03,East,786.48,223.63819999999998,0.135955636236029,7.683663039682663
7.45,51.0,1.26,2.25,21.41,37.5,1610.68,8.7,Loamy,6.6,Maize,Vegetative,Zaid,Rainfed,Groundwater,7.81,No,98.56,East,1661.68,186.267,0.3276421571729408,6.689443784455027
5.08,48.46,1.46,2.11,18.75,46.36,1356.29,7.43,Loamy,3.24,Potato,Flowering,Zaid,Rainfed,Groundwater,13.98,No,100.11,North,1404.75,139.3125,0.3848904787149706,6.768780526691549
8.03,24.89,0.41,2.53,15.77,37.13,1204.65,5.26,Clay,8.46,Rice,Vegetative,Zaid,Rainfed,Groundwater,13.05,No,33.57,South,1229.5400000000002,82.9502,0.10988285236463705,6.374241037452797
7.5,51.75,0.57,1.19,26.69,79.98,933.31,7.27,Silt,11.64,Maize,Harvest,Zaid,Drip,Reservoir,3.77,Yes,90.49,North,985.06,194.0363,0.23132913590064919,7.666533914459884
4.87,47.66,0.75,2.62,32.12,62.28,30.01,5.67,Loamy,1.2,Wheat,Harvest,Rabi,Drip,River,12.32,Yes,93.02,East,77.67,182.1204,0.1882889832698191,7.601619002763661
7.23,36.13,1.03,1.01,37.43,44.18,1568.59,8.0,Loamy,16.35,Cotton,Harvest,Rabi,Sprinkler,Rainwater,0.59,Yes,72.88,West,1604.72,299.44,0.413722793347146,7.411349257318386
5.82,57.35,1.53,2.96,17.67,29.3,1231.65,5.0,Clay,15.46,Potato,Flowering,Zaid,Canal,Reservoir,2.84,No,8.23,Central,1289.0,88.35000000000001,0.32668423025505006,6.251385444368117
5.81,55.95,0.5,0.45,12.92,85.71,2270.1,9.87,Loamy,2.94,Sugarcane,Flowering,Zaid,Sprinkler,Groundwater,2.75,No,82.96,Central,2326.0499999999997,127.5204,0.29626581614317243,7.010648633699755
6.42,33.84,1.22,1.75,30.54,85.17,585.93,10.47,Silt,14.86,Wheat,Vegetative,Rabi,Drip,Reservoir,7.68,Yes,89.33,West,619.77,319.7538,0.3671651830206191,7.864070939003527
8.07,49.03,0.64,1.2,27.73,82.86,1919.18,8.22,Clay,4.91,Rice,Sowing,Zaid,Sprinkler,River,8.18,No,73.77,West,1968.21,227.94060000000002,0.25534669180884445,7.74010241794687
6.53,50.18,1.33,1.11,33.19,51.52,1221.45,10.93,Sandy,1.92,Rice,Sowing,Zaid,Rainfed,Rainwater,2.95,No,41.04,North,1271.63,362.76669999999996,0.4887835238973318,7.44480334942342
5.38,23.74,1.32,2.42,12.74,73.7,2359.89,7.79,Sandy,16.22,Potato,Sowing,Zaid,Sprinkler,River,12.63,Yes,38.11,Central,2383.6299999999997,99.2446,0.32639658463247134,6.845813915641953
7.53,64.81,1.18,0.25,29.74,65.38,764.8,8.3,Silt,10.9,Cotton,Flowering,Zaid,Drip,Groundwater,9.63,No,31.84,East,829.6099999999999,246.842,0.6647477060382473,7.573223507274874
6.65,49.64,0.68,1.62,27.77,61.74,1342.69,8.89,Loamy,18.44,Rice,Flowering,Kharif,Rainfed,Groundwater,14.38,Yes,62.28,North,1392.3300000000002,246.8753,0.23074815069942906,7.447471404056439
6.61,33.11,1.39,0.63,17.83,78.57,590.3,9.24,Loamy,12.82,Maize,Harvest,Kharif,Sprinkler,Reservoir,1.16,Yes,33.91,West,623.41,164.7492,0.6166768165681072,7.24558594965673
5.07,42.56,0.61,1.9,31.71,41.96,604.67,8.36,Loamy,14.75,Rice,Harvest,Rabi,Sprinkler,Reservoir,1.45,No,36.92,West,647.23,265.0956,0.19090530048534612,7.194100157788865
6.22,33.41,1.52,1.76,23.43,61.51,1559.53,9.06,Clay,2.89,Rice,Sowing,Zaid,Rainfed,River,5.87,No,34.81,Central,1592.94,212.2758,0.4387223298646468,7.273910651307957
7.37,51.39,0.72,1.44,25.57,41.98,1009.58,9.78,Clay,3.84,Maize,Flowering,Rabi,Sprinkler,Reservoir,9.44,No,90.52,South,1060.97,250.07459999999998,0.25857398829371026,6.979544264363298
5.87,56.72,1.44,1.14,38.33,49.8,927.17,8.14,Sandy,13.63,Cotton,Flowering,Kharif,Sprinkler,Reservoir,4.18,Yes,32.36,West,983.89,312.00620000000004,0.5145569713788488,7.554771606268932
7.78,61.73,1.34,2.5,14.38,42.45,393.95,5.82,Clay,9.41,Cotton,Vegetative,Rabi,Drip,Reservoir,10.49,No,68.49,South,455.68,83.69160000000001,0.3241517522331724,6.415802111475258
5.25,20.43,0.75,0.46,34.43,60.03,234.75,4.55,Clay,3.85,Cotton,Vegetative,Kharif,Rainfed,Rainwater,1.55,Yes,83.86,East,255.18,156.6565,0.4145560798094164,7.634256429655674
4.88,57.33,1.43,2.65,20.76,71.37,1594.03,8.39,Loamy,7.29,Wheat,Vegetative,Kharif,Drip,Reservoir,2.72,Yes,15.35,East,1651.36,174.17640000000003,0.33058409399599037,7.3015803708558025
7.83,35.28,1.34,2.83,17.38,71.89,1944.1,5.11,Sandy,11.51,Wheat,Vegetative,Kharif,Sprinkler,Rainwater,2.18,No,80.36,East,1979.3799999999999,88.8118,0.30000788532778316,7.131257326029072
5.95,12.31,1.45,3.37,13.57,34.63,88.42,9.24,Clay,1.54,Sugarcane,Flowering,Kharif,Canal,Reservoir,14.01,No,111.6,Central,100.73,125.38680000000001,0.2865372526358477,6.15470755189996
4.88,13.94,1.27,1.61,37.84,89.55,2419.3,5.45,Loamy,16.95,Sugarcane,Sowing,Kharif,Sprinkler,Rainwater,14.03,No,79.77,West,2433.2400000000002,206.22800000000004,0.39648493230058,8.128458938716513
7.64,56.49,1.15,2.03,40.98,36.92,1705.55,7.17,Clay,7.63,Cotton,Vegetative,Rabi,Rainfed,Rainwater,6.86,No,37.99,Central,1762.04,293.8266,0.32174862701538715,7.322498280687083
5.94,18.19,1.55,1.41,23.51,57.43,584.49,10.32,Silt,9.13,Wheat,Harvest,Zaid,Sprinkler,Reservoir,7.97,Yes,7.37,West,602.6800000000001,242.62320000000003,0.4966172777638255,7.208733045660434
7.39,61.97,1.18,0.87,19.96,55.59,1528.8,8.68,Silt,2.59,Cotton,Sowing,Rabi,Canal,Reservoir,4.9,Yes,90.99,South,1590.77,173.2528,0.48920315975282497,7.012634438806831
7.0,30.36,0.78,2.59,29.86,53.35,1417.19,6.14,Sandy,15.8,Rice,Harvest,Rabi,Drip,Groundwater,9.46,Yes,118.25,East,1447.55,183.3404,0.19661080660731128,7.374021307090788
7.25,51.43,0.55,3.26,35.58,82.08,453.11,8.6,Silt,15.48,Rice,Vegetative,Kharif,Rainfed,River,12.81,Yes,28.72,Central,504.54,305.988,0.12142792383639077,7.9798204231447825
7.93,14.41,1.19,0.5,20.27,66.32,484.29,4.18,Loamy,0.82,Rice,Vegetative,Zaid,Rainfed,Groundwater,9.47,Yes,119.43,North,498.70000000000005,84.72859999999999,0.5840760855055833,7.204377072783385
4.98,61.65,0.9,3.18,15.78,77.47,417.6,5.53,Silt,17.62,Potato,Sowing,Zaid,Rainfed,Rainwater,3.38,No,20.79,North,479.25,87.2634,0.19500001505372558,7.109451757240086
7.38,25.29,1.27,2.91,24.45,38.03,2462.63,5.7,Clay,15.61,Rice,Vegetative,Kharif,Rainfed,Rainwater,5.68,Yes,85.47,Central,2487.92,139.365,0.2812676822741173,6.836080421326259
6.5,58.87,1.48,0.19,19.82,64.58,1829.92,10.3,Sandy,6.2,Cotton,Sowing,Kharif,Rainfed,River,12.3,Yes,50.11,West,1888.79,204.14600000000002,0.8081251652887201,7.155377254096279
6.35,54.03,1.13,1.06,18.79,66.84,2167.35,8.47,Sandy,4.16,Wheat,Flowering,Rabi,Sprinkler,River,12.56,Yes,76.93,East,2221.38,159.1513,0.4373149339952635,7.136422427109041
5.66,27.47,0.36,2.82,34.48,39.59,565.38,4.47,Clay,6.25,Maize,Vegetative,Kharif,Canal,Groundwater,5.9,Yes,100.68,North,592.85,154.1256,0.09006082391818114,7.219688305531925
7.09,38.19,0.69,1.28,13.69,46.78,1618.87,5.97,Sandy,18.95,Maize,Vegetative,Zaid,Rainfed,Rainwater,14.92,Yes,107.0,East,1657.06,81.7293,0.2643865098482588,6.46368166228523
5.81,55.15,0.73,2.72,39.88,52.65,1101.16,8.16,Sandy,7.57,Cotton,Sowing,Rabi,Canal,River,3.87,Yes,94.19,North,1156.3100000000002,325.42080000000004,0.17918042789309363,7.650017332892544
6.65,21.27,0.75,0.84,31.31,91.22,791.82,10.02,Silt,13.01,Rice,Harvest,Rabi,Sprinkler,River,2.06,Yes,93.09,East,813.09,313.72619999999995,0.34189230409055216,7.957561773358665
6.89,55.88,0.4,0.36,37.71,87.1,962.65,5.64,Sandy,1.05,Maize,Harvest,Kharif,Drip,Reservoir,14.82,No,4.48,South,1018.53,212.68439999999998,0.25782910930209985,8.097286605334782
6.33,45.03,1.07,1.08,22.78,64.69,1708.73,9.06,Silt,8.95,Rice,Flowering,Rabi,Sprinkler,Reservoir,8.51,No,99.27,West,1753.76,206.38680000000002,0.41503455912431514,7.296167950550272
5.34,57.88,1.22,2.36,38.7,78.28,1498.99,10.33,Sandy,0.95,Potato,Sowing,Rabi,Rainfed,Rainwater,6.82,Yes,30.42,South,1556.8700000000001,399.771,0.3097580241509807,8.016461782541048
7.78,8.61,0.74,1.59,28.76,72.88,963.3,8.86,Sandy,0.8,Potato,Sowing,Zaid,Sprinkler,Groundwater,10.9,Yes,96.5,Central,971.91,254.8136,0.2513144282809061,7.64827676471319
5.17,32.45,0.39,1.09,21.11,61.36,1469.17,9.89,Sandy,8.32,Wheat,Vegetative,Kharif,Rainfed,Rainwater,7.87,No,27.43,North,1501.6200000000001,208.77790000000002,0.1710944942001712,7.167276737271702
6.39,59.32,1.36,3.18,25.6,35.85,2129.34,8.44,Loamy,15.85,Wheat,Flowering,Rabi,Drip,River,4.44,No,16.74,West,2188.6600000000003,216.064,0.28168325422252755,6.823024934821554
7.49,33.98,0.52,2.44,18.4,50.13,1351.14,5.28,Loamy,8.8,Maize,Vegetative,Rabi,Rainfed,River,3.12,Yes,85.19,East,1385.1200000000001,97.152,0.1407725538810822,6.828053846400964
5.74,46.23,0.7,0.38,21.6,51.7,1419.97,9.12,Sandy,17.83,Maize,Sowing,Kharif,Drip,River,2.37,No,15.12,Central,1466.2,196.992,0.4102843945441133,7.019046175120709
7.71,60.58,0.37,2.89,13.32,61.53,207.13,5.08,Sandy,17.12,Wheat,Sowing,Kharif,Sprinkler,Reservoir,4.96,No,27.37,South,267.71,67.6656,0.09086000265092413,6.7100109198404345
7.78,58.32,0.94,1.75,40.97,87.26,1550.89,9.85,Clay,13.72,Cotton,Flowering,Zaid,Sprinkler,Rainwater,4.97,Yes,110.47,Central,1609.21,403.55449999999996,0.2940255463739559,8.182011937118629
6.29,50.1,0.53,0.46,22.23,51.11,1403.07,5.53,Silt,5.16,Cotton,Harvest,Kharif,Canal,River,6.77,No,36.95,Central,1453.1699999999998,122.93190000000001,0.3096982030161559,7.036302659526892
4.98,45.3,1.48,1.11,31.1,86.28,2014.3,10.4,Loamy,8.96,Rice,Sowing,Kharif,Drip,Rainwater,5.35,Yes,48.88,East,2059.6,323.44,0.5314642550122123,7.895178245606185
6.62,24.63,1.6,0.54,17.02,34.01,1312.78,4.28,Silt,12.72,Maize,Harvest,Rabi,Drip,Groundwater,4.19,No,90.22,North,1337.41,72.8456,0.7124403834946242,6.3627697943194415
7.97,14.0,0.44,1.61,35.72,77.63,180.06,10.86,Silt,7.98,Wheat,Flowering,Kharif,Sprinkler,Reservoir,2.97,No,67.87,South,194.06,387.9192,0.1557913692847182,7.9280252690170405
7.35,46.9,0.52,3.37,34.67,68.89,2167.7,7.89,Sandy,6.15,Rice,Sowing,Zaid,Rainfed,Groundwater,8.5,No,61.14,Central,2214.6,273.54630000000003,0.11242929437928187,7.778804389156122
7.11,32.74,1.03,0.21,23.38,87.68,1891.27,7.85,Loamy,10.66,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,1.95,No,56.62,Central,1924.01,183.533,0.6158555062582988,7.6260624750777986
7.07,37.77,1.15,2.84,20.06,54.25,812.82,10.12,Silt,5.54,Rice,Vegetative,Zaid,Canal,Reservoir,3.53,Yes,95.14,East,850.59,203.00719999999998,0.2619635431637918,6.9932492553014525
6.4,58.01,0.43,0.22,33.49,76.0,1639.59,6.91,Sandy,17.36,Rice,Sowing,Zaid,Rainfed,Groundwater,10.53,Yes,41.62,East,1697.6,231.41590000000002,0.30192442916732404,7.8423730401891705
6.76,31.88,0.69,0.56,25.55,58.47,2057.5,4.2,Silt,0.78,Sugarcane,Vegetative,Kharif,Rainfed,Reservoir,6.4,No,4.02,North,2089.38,107.31,0.36624439495488303,7.309820279938367
7.9,14.83,1.0,3.11,39.62,48.12,574.64,9.84,Sandy,8.19,Potato,Harvest,Rabi,Canal,Rainwater,0.62,No,37.82,South,589.47,389.8608,0.21777637570746985,7.553556312278217
5.63,34.22,0.53,1.88,13.52,74.67,99.92,8.07,Loamy,9.36,Rice,Harvest,Zaid,Sprinkler,River,2.34,Yes,88.82,North,134.14,109.1064,0.16892199714757086,6.918238537111265
7.56,55.69,1.32,0.17,27.94,29.72,2294.17,5.02,Loamy,1.12,Cotton,Harvest,Zaid,Canal,Groundwater,0.91,Yes,93.58,South,2349.86,140.2588,0.7552789616669516,6.723083121690198
7.03,46.93,0.79,0.32,38.15,86.87,1878.89,9.91,Clay,5.1,Cotton,Sowing,Zaid,Drip,River,7.21,No,95.95,West,1925.8200000000002,378.0665,0.4690562108896957,8.10624020239815
5.26,52.78,0.63,1.87,38.96,85.22,846.36,10.78,Silt,12.7,Rice,Harvest,Zaid,Canal,Reservoir,13.29,Yes,87.35,North,899.14,419.98879999999997,0.19845093872383826,8.108072770785782
5.23,49.71,1.34,0.5,17.23,76.15,1180.46,6.55,Sandy,4.09,Sugarcane,Harvest,Zaid,Canal,Groundwater,5.06,No,20.16,West,1230.17,112.8565,0.6383389440649503,7.180118997239429
7.08,36.57,1.45,2.95,12.9,85.29,985.17,9.76,Loamy,15.07,Cotton,Harvest,Kharif,Canal,Reservoir,1.47,No,81.33,West,1021.74,125.904,0.31268337465719814,7.00419300468578
7.92,9.31,1.44,3.17,30.14,75.88,888.29,10.59,Loamy,1.83,Sugarcane,Harvest,Zaid,Canal,Groundwater,13.99,Yes,46.71,South,897.5999999999999,319.1826,0.29663468372389484,7.735443492308421
4.98,39.5,0.77,3.41,38.93,47.88,1642.63,8.07,Clay,3.64,Potato,Vegetative,Kharif,Canal,River,2.41,Yes,79.11,East,1682.13,314.1651,0.16093036681263706,7.530999388234638
5.37,52.32,0.99,1.73,26.57,73.84,2326.49,6.69,Silt,14.34,Maize,Sowing,Kharif,Rainfed,Reservoir,8.84,Yes,117.53,West,2378.81,177.75330000000002,0.3094220590881868,7.582192922604897
4.97,42.75,0.87,0.8,37.87,94.56,1013.21,10.29,Loamy,9.36,Rice,Sowing,Zaid,Sprinkler,Reservoir,11.42,No,94.68,Central,1055.96,389.68229999999994,0.3942918075100391,8.183673009191603
6.93,19.13,1.41,0.32,24.36,69.14,1721.45,4.31,Silt,2.44,Sugarcane,Vegetative,Kharif,Canal,Groundwater,13.73,Yes,77.88,North,1740.5800000000002,104.99159999999999,0.7266698725985888,7.429669437087028
7.06,41.52,0.4,0.22,34.0,44.22,2378.03,6.14,Clay,6.56,Potato,Flowering,Kharif,Sprinkler,River,8.58,No,29.05,West,2419.55,208.76,0.28357529049912755,7.316202602528767
7.73,21.89,0.77,3.41,41.56,55.83,237.86,10.03,Clay,7.31,Maize,Harvest,Kharif,Canal,River,7.5,Yes,37.46,West,259.75,416.8468,0.16093036681263706,7.7498804124268235
8.06,31.61,1.12,2.45,36.55,92.18,649.37,5.99,Sandy,1.92,Rice,Flowering,Zaid,Sprinkler,Reservoir,13.85,Yes,28.86,North,680.98,218.93449999999999,0.281138973862845,8.12272113766282
8.04,31.94,0.65,0.56,24.62,88.14,656.14,9.9,Clay,10.61,Sugarcane,Vegetative,Zaid,Rainfed,Groundwater,1.34,No,82.23,North,688.08,243.73800000000003,0.34830669426821576,7.682946302070531
7.82,11.52,0.73,2.29,31.86,70.39,880.48,5.84,Silt,4.83,Maize,Harvest,Kharif,Rainfed,River,7.64,No,2.02,South,892.0,186.0624,0.20039433785364916,7.715848318661203
7.05,38.27,1.02,1.05,37.0,53.61,1848.1,5.42,Silt,19.48,Sugarcane,Flowering,Rabi,Rainfed,Rainwater,10.15,Yes,29.46,East,1886.37,200.54,0.40383776844878905,7.593157544969636
6.78,62.17,0.38,2.83,15.8,75.21,1122.5,9.48,Loamy,2.97,Sugarcane,Harvest,Rabi,Rainfed,River,5.82,Yes,73.99,Central,1184.67,149.78400000000002,0.09459784450173542,7.081135312572001
6.48,8.54,0.64,1.96,23.27,47.48,81.46,9.25,Sandy,4.24,Potato,Sowing,Kharif,Drip,Groundwater,9.34,Yes,77.64,East,90.0,215.2475,0.19574457712609533,7.008378230082082
6.83,33.38,1.28,1.55,30.48,55.39,1255.22,8.06,Silt,3.69,Wheat,Vegetative,Kharif,Rainfed,Groundwater,5.04,Yes,16.14,North,1288.6000000000001,245.6688,0.4067714440222198,7.432061943797034
5.61,31.5,0.85,3.03,34.56,62.85,1978.85,10.56,Clay,12.88,Potato,Vegetative,Kharif,Rainfed,Reservoir,9.99,No,117.84,South,2010.35,364.95360000000005,0.19137884390646423,7.683908157835579
6.48,34.64,0.32,0.17,32.94,49.8,2453.78,10.17,Sandy,2.07,Wheat,Flowering,Zaid,Canal,Groundwater,10.42,Yes,14.31,South,2488.42,334.9998,0.24177237114770303,7.403312126001103
7.81,27.62,1.16,2.73,32.57,84.01,197.32,10.56,Silt,13.45,Wheat,Sowing,Zaid,Canal,Rainwater,3.68,Yes,99.13,North,224.94,343.9392,0.27078406983105646,7.914692861496166
7.46,52.45,0.48,2.99,12.02,56.34,1234.78,8.88,Clay,7.23,Sugarcane,Vegetative,Kharif,Rainfed,River,14.86,Yes,10.56,East,1287.23,106.7376,0.11359717772370537,6.519452256182117
7.23,25.23,1.21,0.46,18.78,63.45,1505.22,8.62,Sandy,5.03,Wheat,Vegetative,Kharif,Drip,Reservoir,2.31,Yes,41.42,Central,1530.45,161.8836,0.6036420366919131,7.083883530123552
6.34,56.53,1.37,0.46,34.09,27.48,727.81,5.33,Clay,12.12,Cotton,Sowing,Zaid,Drip,Reservoir,2.42,Yes,28.59,West,784.3399999999999,181.6997,0.6618402759349012,6.8435294556161885
7.59,42.67,0.74,1.95,28.18,25.68,2052.61,7.85,Sandy,4.49,Wheat,Flowering,Zaid,Rainfed,Reservoir,6.64,No,52.93,North,2095.28,221.213,0.22382128770070733,6.585705891231223
5.89,50.4,1.1,1.59,23.57,65.26,183.64,8.38,Sandy,5.51,Wheat,Sowing,Kharif,Drip,Rainwater,6.57,Yes,35.52,West,234.04,197.5166,0.3539685823409895,7.33900391660948
5.01,41.79,0.61,1.98,30.81,55.4,1056.03,7.93,Sandy,11.44,Sugarcane,Sowing,Rabi,Drip,Rainwater,1.37,Yes,17.87,East,1097.82,244.3233,0.18622890198287442,7.443004601135535
6.41,48.8,1.48,2.73,18.53,60.11,928.6,7.97,Sandy,1.79,Rice,Flowering,Zaid,Rainfed,Groundwater,9.07,Yes,66.29,Central,977.4,147.6841,0.33417162210955137,7.0164646509559265
8.01,54.77,0.69,2.33,33.68,50.44,2317.34,11.0,Loamy,19.07,Sugarcane,Vegetative,Kharif,Canal,Groundwater,8.84,Yes,3.92,East,2372.11,370.48,0.18830959863857724,7.438277171447256
7.56,49.57,0.52,1.41,33.52,61.75,2326.61,5.3,Clay,18.89,Wheat,Vegetative,Rabi,Sprinkler,Groundwater,8.35,No,67.74,Central,2376.1800000000003,177.656,0.19537567552641227,7.635719258917445
6.9,11.38,0.63,1.93,23.62,69.7,2359.58,10.78,Loamy,5.69,Wheat,Harvest,Zaid,Sprinkler,Reservoir,13.11,No,42.72,West,2370.96,254.62359999999998,0.19475812183496316,7.406901361672362
6.64,48.62,0.38,3.33,41.54,36.99,185.74,8.54,Silt,16.55,Potato,Harvest,Kharif,Sprinkler,Groundwater,9.98,No,9.39,North,234.36,354.75159999999994,0.0841203660139279,7.337955015058177
6.37,50.25,0.91,0.18,33.08,90.72,1013.15,6.12,Silt,7.28,Potato,Flowering,Kharif,Drip,Reservoir,9.05,No,73.93,East,1063.4,202.4496,0.5716496274991463,8.007039874934382
5.77,36.7,1.28,1.96,37.6,83.45,2307.53,6.87,Sandy,3.99,Maize,Flowering,Kharif,Rainfed,Reservoir,8.78,No,60.0,Central,2344.23,258.312,0.3593740009078974,8.051570352481075
6.92,40.23,0.7,0.37,29.27,35.4,86.18,7.51,Clay,11.39,Potato,Vegetative,Zaid,Canal,Reservoir,4.12,Yes,97.64,South,126.41,219.8177,0.4127378674372441,6.944239559207905
5.64,21.23,0.99,2.54,20.64,66.38,415.01,7.53,Silt,2.13,Rice,Sowing,Zaid,Canal,Rainwater,6.87,No,36.91,North,436.24,155.41920000000002,0.24659521234925957,7.223356363351942
5.51,59.85,1.08,1.64,23.91,78.49,2012.94,10.64,Silt,18.97,Maize,Harvest,Zaid,Sprinkler,Rainwater,13.86,No,95.09,Central,2072.79,254.40240000000003,0.3429447511268304,7.537800719073987
4.93,19.51,0.85,3.03,40.23,83.91,1896.19,5.81,Sandy,1.03,Rice,Flowering,Zaid,Rainfed,River,2.07,No,24.46,Central,1915.7,233.73629999999997,0.19137884390646423,8.124653972891197
6.57,35.87,1.33,1.12,14.37,82.96,723.78,10.18,Clay,10.89,Wheat,Sowing,Zaid,Sprinkler,Reservoir,2.39,Yes,18.73,West,759.65,146.2866,0.4869581423593473,7.084339743421992
7.46,11.24,1.03,0.29,32.71,61.04,556.79,5.56,Sandy,2.59,Potato,Vegetative,Kharif,Sprinkler,Rainwater,5.09,Yes,61.79,East,568.03,181.86759999999998,0.5869249673046377,7.599710949976406
6.9,35.42,0.64,1.97,20.85,76.48,56.32,8.02,Sandy,11.69,Maize,Sowing,Kharif,Rainfed,Rainwater,0.46,No,83.26,West,91.74000000000001,167.217,0.1951458195301813,7.375010133806599
5.93,10.7,0.67,2.23,14.64,53.53,1834.46,5.88,Sandy,9.34,Maize,Sowing,Kharif,Sprinkler,River,11.36,Yes,79.9,East,1845.16,86.0832,0.18849441590103558,6.665274971836783
5.91,21.67,0.65,1.77,15.15,52.99,799.42,5.94,Sandy,7.93,Wheat,Vegetative,Kharif,Canal,Groundwater,12.63,No,13.06,East,821.0899999999999,89.99100000000001,0.21079323087526666,6.689348615877505
6.29,42.7,1.33,0.16,32.62,64.9,367.03,8.98,Sandy,4.2,Potato,Harvest,Zaid,Drip,River,0.85,Yes,108.57,West,409.72999999999996,292.9276,0.7638627053583431,7.658245467454608
6.67,38.7,1.48,0.18,29.67,76.85,1102.79,4.51,Clay,5.62,Cotton,Harvest,Rabi,Rainfed,Rainwater,2.33,No,81.64,East,1141.49,133.8117,0.8128116843160343,7.732430377801462
5.24,27.87,0.47,0.32,40.34,79.2,839.33,4.92,Silt,2.38,Rice,Flowering,Kharif,Drip,River,14.95,No,79.36,South,867.2,198.4728,0.3045838832543841,8.069632778472203
6.19,32.34,1.59,0.99,21.92,52.06,1689.18,8.8,Loamy,16.35,Potato,Flowering,Kharif,Rainfed,Groundwater,13.66,Yes,84.72,South,1721.52,192.89600000000004,0.587228161676208,7.04067228290857
8.15,38.68,1.51,1.81,33.12,90.8,2351.27,4.98,Sandy,11.69,Sugarcane,Sowing,Kharif,Drip,Rainwater,5.85,Yes,53.45,East,2389.95,164.9376,0.4300709189103646,8.009129084483668
6.18,31.58,0.33,0.79,32.74,53.3,265.95,6.76,Clay,9.51,Rice,Vegetative,Zaid,Sprinkler,River,3.08,No,11.23,North,297.53,221.32240000000002,0.16920046883125744,7.465106791093049
6.04,60.84,0.91,1.2,26.2,47.5,1087.73,9.34,Clay,4.18,Rice,Harvest,Rabi,Drip,Groundwater,2.72,Yes,88.7,North,1148.57,244.708,0.34616536582687263,7.127292334702235
