Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region
0,6.64,44.97,1.08,1.91,39.49,63.41,2307.03,9.68,608,5,4,3,1,1,1156,2,48,1
0,6.44,32.36,0.9,0.69,30.74,47.49,1812.0,9.84,36,6,1,1,4,2,1095,1,5742,0
3,8.1,51.71,0.71,0.55,26.7,40.7,272.74,4.76,1487,4,3,1,0,4,973,1,3824,1
0,6.02,36.42,1.06,0.16,41.56,43.06,2187.04,7.83,1554,4,0,2,2,1,1283,1,2578,4
2,6.33,61.23,0.84,0.16,34.65,64.38,2230.34,4.64,1819,6,4,2,0,1,1149,1,192,0
1,6.44,14.28,0.65,1.34,41.74,31.44,1267.78,10.8,1037,0,3,3,2,3,1020,1,2526,2
0,5.5,52.45,0.79,2.92,19.36,33.48,459.21,9.25,942,6,4,2,4,3,1242,2,2979,4
1,7.95,15.83,1.56,3.35,30.3,63.94,1625.27,5.28,1541,4,3,2,4,4,680,2,3357,1
3,5.89,54.85,0.52,2.07,29.96,93.39,1647.86,10.63,798,6,1,1,4,1,474,1,190,2
1,7.94,60.7,1.16,0.52,26.89,33.6,1836.09,6.07,468,4,0,2,1,3,1441,1,3975,2
3,5.69,39.96,1.09,1.16,15.75,81.7,2044.83,4.72,205,5,0,2,2,1,1117,1,2374,1
0,7.82,25.32,0.53,0.46,27.43,85.9,2282.63,10.95,1135,3,3,1,1,3,727,1,1392,2
2,6.34,60.91,0.58,2.25,19.19,64.42,1836.69,7.43,1457,3,4,3,2,4,517,1,4631,3
2,4.94,38.19,0.65,1.62,14.44,28.62,1205.35,4.09,806,3,1,2,4,4,681,1,2760,0
1,6.93,43.17,1.58,1.06,38.17,63.78,785.6,7.62,1445,4,0,2,4,2,1155,1,2233,1
1,5.61,57.67,1.18,0.87,36.95,91.05,559.24,10.09,28,2,4,3,4,3,1410,1,5348,4
3,7.78,49.28,1.56,0.4,38.41,35.39,1898.12,6.55,1859,3,4,2,2,4,1166,2,44,0
3,6.01,62.67,1.35,2.81,30.13,68.9,977.28,8.75,1310,4,0,3,0,2,1022,1,5257,4
0,6.19,46.75,1.47,2.07,23.59,29.44,2060.59,8.07,729,4,3,3,4,3,427,2,5002,0
2,5.24,54.1,1.12,1.31,32.49,34.05,2486.29,9.63,1856,4,3,3,1,3,288,1,4657,0
3,6.34,29.65,1.46,1.61,29.32,25.87,196.24,6.38,798,3,4,3,0,1,924,2,2392,4
3,7.79,16.04,0.6,1.3,23.58,33.33,353.11,8.74,1562,2,3,2,2,4,531,1,1410,0
1,5.66,16.25,0.96,2.99,35.82,78.53,2318.02,5.99,878,2,1,2,0,4,393,2,892,2
3,5.36,48.2,0.55,1.06,26.87,89.48,418.0,10.16,228,0,3,3,0,2,785,2,5208,0
3,7.4,58.15,0.44,0.62,40.21,33.15,2284.11,8.14,466,2,0,2,2,2,1341,2,2769,3
2,6.19,44.59,1.05,2.05,34.87,73.86,81.87,8.41,403,2,0,1,1,1,365,2,4228,3
0,8.18,58.55,0.77,1.81,28.6,40.52,1923.3,8.98,806,5,4,1,0,1,73,2,714,4
2,6.86,28.68,1.05,0.49,27.68,28.81,123.32,5.9,1282,2,1,2,1,1,1246,2,2780,1
3,7.76,41.67,1.12,1.68,18.82,68.13,2195.33,4.75,1234,5,0,3,2,1,1360,1,3731,4
2,4.87,42.85,0.9,2.23,37.88,41.43,2166.82,6.57,1571,5,3,1,4,2,1324,2,1643,2
2,4.97,27.27,1.2,0.34,15.23,54.04,1544.58,5.66,1309,2,3,2,0,2,955,2,1021,2
1,5.85,47.13,1.53,2.19,41.15,67.32,1996.15,7.536836313617607,1304,4,3,2,2,3,431,2,2167,3
3,5.73,36.99,0.43,1.21,39.42,25.96,838.9,4.59,458,5,3,2,2,4,839,1,295,0
0,7.96,60.48,0.7,1.68,37.21,51.11,2250.4,10.02,750,0,4,2,0,3,649,2,2343,0
3,5.26,22.4,1.6,1.74,16.23,26.38,1560.15,8.03,492,5,0,2,1,3,188,2,4709,4
1,7.63,17.66,1.47,1.45,38.03,73.85,1171.16,7.25,1753,4,0,2,1,4,379,2,1070,3
3,7.45,50.88,1.14,1.97,15.96,58.25,193.64,4.71,699,3,3,3,0,2,86,2,1180,4
2,6.72,14.19,0.64,0.82,36.31,53.29,1971.3,4.65,902,6,4,3,1,4,894,2,4613,3
0,6.99,32.47,1.46,1.21,12.13,37.12,1257.32,7.37,821,4,0,2,0,2,596,2,3483,3
0,6.38,37.49,0.73,1.1,30.11,89.92,1465.07,4.88,3,6,4,1,1,3,615,1,1100,4
1,6.57,17.36,0.97,3.18,37.32,54.22,592.66,9.76,836,2,0,3,4,4,402,2,2379,2
1,6.89,15.64,0.31,2.85,40.02,67.51,2306.89,10.12,1905,3,1,2,0,1,1112,2,3099,0
1,8.15,42.68,1.53,1.02,15.78,37.2,1860.77,9.03,761,0,0,1,1,4,1161,1,4307,3
0,7.19,29.47,0.45,0.83,37.85,61.69,1816.11,6.83,832,0,1,1,1,4,509,1,1721,1
0,5.33,59.47,0.89,0.43,39.43,39.08,1921.79,9.44,1311,6,1,1,0,3,1041,1,2355,1
3,6.51,12.19,1.23,2.18,20.81,67.56,67.02,6.84,262,2,0,3,1,4,1444,2,3955,3
0,4.86,28.84,0.4,0.19,20.37,44.51,1023.53,9.78,915,5,4,3,4,4,1239,2,1827,1
3,4.95,33.98,0.6,2.0,29.14,75.98,1815.0,5.31,257,2,0,1,1,1,289,2,2893,3
2,4.87,52.06,0.45,0.93,15.16,80.74,1640.27,10.0,1798,0,1,3,0,2,575,1,4276,3
0,5.14,19.16,1.13,3.03,32.09,35.81,1926.58,9.51,455,0,0,3,4,4,646,1,5309,4
1,7.01,64.59,1.16,3.28,29.47,31.14,1907.28,10.65,430,4,1,2,0,1,775,1,3085,4
1,6.74,11.2,0.41,3.35,41.19,61.14,1764.08,10.27,1601,5,0,1,4,2,1032,1,5633,0
0,4.82,35.21,1.14,1.6,30.65,43.29,600.05,10.34,654,3,0,3,4,3,237,2,2356,3
0,6.51,11.11,1.3,2.66,37.69,58.51,1569.64,8.59,1600,0,0,1,1,3,412,2,6,1
2,5.94,34.09,1.56,1.22,36.41,50.37,2140.41,8.54,259,3,3,3,0,1,747,1,4332,3
0,5.48,19.24,1.58,1.22,36.81,50.82,2061.79,5.08,1492,2,3,2,1,1,202,1,1974,3
3,7.17,45.17,1.36,3.42,38.54,73.84,278.64,9.25,597,0,3,1,4,3,660,1,2787,1
2,6.18,20.38,1.54,0.63,35.01,61.05,1205.84,6.38,161,2,0,1,1,4,589,1,138,0
1,5.14,37.51,1.06,2.43,14.76,87.1,2180.78,7.51,1384,6,3,2,0,4,264,1,3540,4
1,5.13,38.09,0.4,0.25,34.04,84.05,2171.45,10.49,1351,2,4,1,2,4,44,2,3796,2
0,6.48,20.16,1.15,2.49,35.41,72.25,1014.82,4.03,1082,3,0,2,0,1,531,1,855,0
3,6.94,20.63,1.36,1.0,32.86,32.05,2212.11,6.6,761,5,1,3,0,1,584,2,608,3
0,5.09,62.37,0.8,2.53,34.35,88.25,1604.6,4.16,325,3,4,2,1,4,229,1,1824,0
1,6.55,12.47,0.8,0.98,13.88,25.84,1410.7,5.17,257,5,1,2,0,3,1026,1,1162,1
0,7.72,40.19,1.18,0.71,25.31,48.16,1242.2,6.32,840,4,0,1,4,1,113,2,4730,0
3,5.32,47.79,1.14,2.17,38.23,55.97,2483.89,9.41,422,4,0,3,2,3,1247,2,1562,3
0,8.14,27.48,1.35,1.04,22.32,36.53,1255.45,8.56,1072,6,4,2,1,3,1269,2,582,0
0,6.69,8.33,1.08,0.87,21.67,79.93,403.75,7.49,1638,6,0,2,4,2,1002,2,1776,2
1,5.1,55.59,0.56,1.2,23.52,91.99,1162.0,7.2,546,4,4,1,1,1,110,2,507,2
0,7.9,22.42,0.82,1.18,20.16,36.18,768.73,9.2,1617,2,1,3,2,2,794,2,883,2
3,7.6,27.04,1.34,2.26,12.54,70.45,943.92,9.16,700,0,0,2,1,4,123,1,3311,2
1,7.14,56.21,0.32,0.68,40.64,89.5,1274.35,5.15,390,0,1,2,2,2,926,2,1488,4
1,7.67,48.66,0.46,2.83,39.58,48.53,821.84,6.65,1663,0,1,2,2,4,386,1,3112,1
2,5.58,11.92,0.34,1.94,35.14,47.3,1958.27,6.09,1327,3,0,2,4,3,1051,2,3876,4
3,5.56,53.31,1.02,2.42,24.11,42.27,1628.4,10.17,1772,6,4,1,4,2,195,2,5184,3
0,6.12,15.85,0.8,0.68,31.44,43.15,2010.04,6.9,81,6,1,3,0,2,194,2,5744,2
3,5.74,60.44,1.26,2.11,18.84,59.94,1368.85,4.15,618,6,1,2,2,4,1024,1,3534,4
2,7.18,11.02,0.98,1.93,17.45,83.78,36.88,7.23,766,5,3,3,2,4,251,1,5372,2
3,6.39,62.31,1.08,1.35,20.19,28.69,1984.01,10.49,31,0,4,1,2,1,1077,1,4901,1
1,6.68,47.65,1.36,2.1,20.39,70.25,235.2,5.27,1392,0,3,3,2,2,1101,1,130,2
0,5.9,29.61,0.36,0.32,19.01,38.31,1890.95,5.12,1598,0,1,2,0,2,445,2,2138,2
1,8.06,46.01,1.37,1.91,16.84,71.84,781.78,5.3,1860,3,4,3,2,1,1111,2,2188,2
1,6.1,55.7,0.38,2.03,35.45,51.04,1134.49,7.87,812,5,1,3,0,3,647,1,5057,0
2,6.7,26.32,1.24,1.74,20.08,41.14,904.28,6.62,1226,3,1,3,0,2,1024,2,253,3
3,7.58,16.47,0.53,1.7,27.63,44.58,2399.9,7.96,1302,3,1,1,4,2,1244,1,4264,0
1,6.16,37.26,1.19,0.51,20.45,74.78,330.28,7.03,273,6,1,2,0,2,337,1,542,4
2,6.51,10.29,0.68,1.74,21.41,84.1,1610.87,9.87,1811,6,0,2,0,2,1385,2,3660,2
2,7.15,38.99,1.48,0.43,33.07,93.77,1073.93,6.67,925,6,0,3,4,2,617,1,877,4
2,6.05,47.12,0.93,1.57,31.16,94.51,1610.75,8.98,24,3,3,1,4,2,79,1,5264,0
1,6.44,25.4,0.54,3.03,33.98,48.39,1940.57,10.2,1728,0,1,2,0,2,144,1,4925,1
2,4.97,47.24,0.85,0.36,29.11,39.83,1044.95,7.65,864,6,1,3,0,3,94,2,5118,2
1,5.73,63.82,0.39,1.47,15.49,49.29,456.69,6.03,863,5,3,2,1,1,223,1,5075,0
2,6.25,51.12,1.0,2.9,13.74,61.7,466.32,8.94,564,5,3,2,2,1,5,1,4299,2
2,6.86,54.38,0.72,0.32,21.82,42.07,1933.76,5.4,438,6,3,3,1,3,437,2,4997,3
3,8.0,12.54,1.12,2.82,38.31,94.68,1361.56,9.37,946,6,3,1,1,4,824,1,2666,2
3,5.22,13.79,0.88,1.31,13.14,87.01,2084.89,8.83,1224,5,1,3,2,2,1414,1,161,4
0,7.0,43.62,0.69,2.66,20.0,28.74,1070.85,8.51,481,3,1,1,0,4,1440,1,1723,3
1,6.98,19.27,1.19,2.71,22.44,92.05,377.23,10.16,452,3,1,2,0,3,560,1,4395,2
3,5.57,41.57,1.51,0.32,19.17,47.14,2471.35,9.26,36,6,3,3,2,3,1049,1,307,4
2,5.76,49.15,1.25,1.52,27.59,84.23,2136.72,9.89,55,0,3,1,4,2,1455,1,3280,0
0,7.56,20.8,0.64,0.92,31.72,77.96,1066.88,10.9,419,2,4,2,4,4,1454,2,433,2
2,7.46,61.12,1.46,2.02,34.13,46.3,936.55,9.98,719,6,3,3,4,3,1123,2,2142,1
3,6.13,24.64,1.36,2.33,34.73,57.75,2272.62,9.19,887,5,1,2,4,3,184,1,1871,3
0,6.91,8.91,1.06,0.95,41.26,92.62,1144.18,5.17,778,0,1,3,0,1,482,1,924,3
2,7.68,16.98,1.39,1.02,31.26,80.96,1423.24,9.47,1275,3,0,2,0,2,1305,2,4852,4
0,5.45,44.75,0.86,1.55,31.23,91.79,262.78,5.61,527,0,3,2,0,1,527,1,484,1
2,5.42,56.13,0.7,2.48,16.64,53.55,2083.86,4.42,1224,6,1,1,0,2,743,2,3681,0
3,8.06,48.51,0.42,3.34,24.18,44.54,971.52,7.34,791,3,3,1,2,1,464,1,3791,1
3,6.51,51.65,1.27,2.89,34.53,29.43,1708.01,8.77,201,0,3,1,1,4,1350,2,1029,2
1,8.05,24.98,1.12,1.28,20.74,63.69,2338.3,8.95,866,0,4,3,4,1,842,2,3937,3
2,5.73,12.98,0.85,3.21,26.17,65.75,517.84,6.01,520,6,0,1,0,3,886,2,976,4
2,6.93,9.03,0.44,0.43,38.04,36.11,2035.44,10.39,1430,0,1,3,0,2,812,2,3572,3
1,6.93,49.7,1.19,1.18,38.82,68.94,657.48,9.61,1408,5,3,3,4,2,1021,2,3697,4
3,5.36,49.35,1.15,1.1,19.52,26.59,253.21,10.0,1703,0,0,1,2,4,506,1,204,2
3,6.72,50.32,1.5,3.32,33.13,35.77,570.24,10.34,1250,0,0,2,4,1,7,2,2432,1
0,7.67,26.29,0.53,2.37,17.31,86.74,826.28,4.39,1733,3,3,3,1,4,94,1,213,1
0,8.12,58.18,0.7,3.18,36.68,65.01,1916.08,6.16,556,0,3,1,0,4,1451,2,4398,3
3,5.56,63.57,1.31,2.85,12.88,50.46,871.78,4.18,615,4,0,1,4,3,1167,2,3142,1
3,6.38,25.32,0.47,0.3,30.15,45.67,1202.24,10.16,417,6,1,1,0,3,1408,1,2617,4
2,5.12,45.24,0.53,1.94,27.45,60.81,1533.63,4.9,1563,3,1,2,1,1,850,1,451,1
2,5.07,45.62,0.9,3.32,26.48,45.43,1143.59,10.86,584,4,4,3,0,3,1436,1,163,0
0,7.61,53.35,0.32,0.19,36.18,52.01,1298.6,7.95,1813,6,3,1,0,2,1096,2,3563,3
3,7.95,17.25,1.22,1.24,14.65,67.65,133.35,5.16,1331,0,1,1,2,1,275,2,5131,4
0,7.09,44.54,0.43,1.07,31.26,69.07,817.76,4.5,1281,5,1,1,2,1,199,2,3372,0
3,5.73,36.9,0.45,2.31,30.98,36.03,919.15,5.5,1568,6,1,1,2,3,870,1,2960,2
1,5.7,53.52,1.43,1.76,18.82,81.98,1310.06,7.97,272,2,4,1,4,4,372,2,459,0
3,7.07,28.52,0.84,2.94,30.99,78.68,2442.78,6.67,1271,5,4,1,2,4,440,2,3595,0
3,7.82,58.71,0.75,3.3,14.77,85.56,355.07,7.49,1175,2,1,2,0,3,896,2,5083,4
1,6.05,60.85,0.98,2.96,40.62,91.72,860.71,5.29,911,3,3,1,1,2,816,2,1255,0
3,6.25,58.94,0.7,3.12,24.84,35.92,8.45,8.15,1424,3,3,2,1,3,342,2,5219,0
1,7.47,28.88,0.35,1.49,17.76,48.26,805.09,8.72,1797,4,3,3,0,1,1417,1,546,3
3,7.18,60.17,0.65,1.29,40.9,40.51,1442.23,5.63,1056,5,1,2,1,3,344,1,3801,3
3,7.92,32.51,0.9,0.61,26.79,92.37,125.81,5.65,274,3,4,2,4,2,518,1,5315,3
3,5.44,18.38,1.58,1.38,12.3,61.77,1527.23,9.91,1515,4,0,3,2,2,526,1,4981,3
3,5.56,58.67,0.34,3.0,16.19,82.06,1684.86,9.25,2,0,3,2,2,4,736,2,3768,4
1,5.93,40.0,0.98,3.13,37.68,43.91,2074.58,9.12,1448,3,4,2,4,1,1291,2,2461,4
3,8.04,54.34,1.19,0.51,28.45,77.39,908.49,7.76,1232,2,3,1,2,1,718,1,999,4
1,5.48,61.68,1.04,2.2,35.42,51.6,807.05,9.05,1170,2,3,2,4,2,739,1,2576,4
1,7.23,19.49,0.37,3.23,35.24,29.38,1250.06,5.59,484,2,0,1,1,3,1125,1,2960,4
3,8.13,36.39,1.13,1.26,35.32,70.99,2368.74,8.88,1408,4,4,3,4,3,154,1,1251,3
3,5.47,48.84,1.16,2.17,15.74,72.27,2060.69,6.86,439,5,1,2,0,3,1134,2,2849,1
1,5.89,30.54,0.56,2.65,35.97,46.57,2181.37,5.34,1902,2,4,1,1,1,4,2,2798,0
2,4.86,45.14,0.93,1.55,35.66,41.72,1644.71,8.65,85,6,4,2,4,3,624,2,2995,1
0,6.1,55.31,1.12,0.4,13.52,89.83,604.35,8.0,1675,6,0,3,0,3,995,2,3976,3
2,6.73,18.63,0.6,0.25,16.36,28.25,1648.01,6.06,1318,5,1,1,4,1,856,1,5486,2
0,7.19,42.39,0.41,0.23,41.63,78.24,77.11,10.64,704,0,0,3,0,2,376,2,48,2
1,6.01,27.6,1.19,2.33,15.28,61.47,2004.16,6.64,314,4,4,2,0,1,315,1,5249,1
1,5.02,63.89,1.26,0.88,36.87,43.41,2215.04,9.31,38,6,4,2,0,4,382,2,5453,4
3,7.5,45.4,1.58,3.25,16.88,87.52,1888.2,7.2,779,4,0,1,1,2,1097,1,2961,2
2,7.66,38.44,1.51,2.6,14.23,68.52,2041.35,4.18,385,0,0,2,2,2,421,2,4467,2
2,7.7,54.41,0.7,3.06,20.13,26.38,2209.31,7.7,357,5,1,2,1,3,624,2,895,1
3,5.98,25.54,0.42,0.84,41.99,91.52,2007.57,4.55,619,5,4,3,2,3,596,1,4802,4
1,5.73,46.63,1.22,0.43,33.51,78.0,1845.96,8.95,1495,5,0,1,4,2,556,1,1342,1
0,6.38,8.06,0.77,3.0,36.32,39.94,2460.85,5.29,1529,2,0,3,0,3,365,2,340,4
1,6.44,36.73,1.48,3.03,22.65,49.35,1114.14,10.5,559,4,3,2,2,2,1210,2,2708,1
1,6.9,31.97,0.94,2.1,32.22,64.64,30.68,5.41,15,6,4,2,0,1,581,2,1768,4
1,7.6,40.34,1.13,1.14,29.98,30.99,1096.97,10.92,1311,4,0,1,4,2,573,1,1240,3
1,7.56,50.81,0.64,2.19,19.02,91.13,2251.19,4.35,954,2,0,2,2,4,49,2,1917,4
3,7.87,38.66,0.85,2.45,23.12,35.05,1676.62,10.37,954,5,1,3,1,3,1440,1,2339,2
1,5.81,34.41,1.31,2.74,21.87,69.09,1062.21,7.27,1017,3,0,1,2,2,434,2,30,4
1,5.21,27.64,0.43,0.51,39.08,85.39,1888.2,8.95,343,2,1,2,0,3,468,2,278,0
3,7.31,47.8,1.59,1.5,23.47,41.46,1131.8,10.26,623,3,0,1,2,2,940,1,5836,0
1,7.76,50.56,0.82,2.58,21.64,67.86,1040.42,4.9,1530,3,1,3,2,2,724,1,1965,1
3,7.43,59.2,0.87,0.42,38.11,81.05,1309.36,8.92,457,5,1,1,0,1,1202,1,3710,1
3,6.52,62.68,0.39,0.84,17.52,55.24,1284.49,9.94,1423,2,4,1,0,4,155,2,4046,1
3,5.66,25.84,0.61,2.31,27.79,30.88,109.5,4.17,203,3,4,3,1,1,711,1,4034,3
2,6.07,28.88,1.31,2.34,20.24,33.72,811.91,9.11,176,4,4,1,1,4,743,2,2714,1
0,8.1,9.63,0.71,2.45,30.21,77.89,1656.11,4.8,1321,3,0,1,0,4,100,1,2256,2
3,5.1,64.85,1.48,2.41,19.07,43.3,1498.67,5.69,1794,5,4,2,0,4,1146,2,2262,3
3,5.66,30.21,1.06,0.87,16.62,77.73,348.01,9.33,975,0,1,1,4,4,1032,2,1669,1
2,7.98,51.57,0.98,2.64,21.6,46.0,2164.04,9.92,1309,5,0,2,1,1,394,1,1890,2
2,6.69,49.36,0.54,3.49,39.37,61.03,148.19,8.39,1748,6,0,3,4,1,385,1,2845,2
3,4.81,10.79,1.31,0.37,25.92,80.69,51.82,10.04,262,4,0,2,4,2,1068,1,3911,4
0,6.57,14.16,0.85,2.64,30.39,71.12,568.98,4.74,75,0,0,2,2,2,60,2,5654,2
1,7.64,55.47,0.94,2.4,25.85,55.99,1057.85,8.32,1036,3,4,2,0,4,469,1,1265,4
0,5.52,9.45,0.99,2.71,14.2,84.95,2374.21,10.25,1484,2,1,2,2,4,1135,2,4279,1
0,7.99,12.64,1.48,3.28,21.38,45.8,869.32,4.72,920,2,0,1,2,3,754,1,932,2
1,5.12,18.63,1.06,2.01,17.8,41.75,130.33,4.17,1752,5,3,2,1,3,956,2,1021,3
0,5.01,47.71,1.07,1.91,14.13,87.7,1260.96,9.01,102,5,4,2,1,4,891,2,5100,2
2,6.96,34.76,0.78,3.31,40.42,42.88,1634.93,6.35,1828,0,4,2,4,2,1434,1,4392,1
0,7.83,10.04,0.9,3.22,19.84,58.04,2392.96,6.34,403,6,1,2,0,3,1378,2,4446,1
0,7.45,58.53,1.52,3.45,35.76,47.61,1945.6,6.93,634,4,4,3,1,3,894,2,2188,2
2,7.1,38.3,1.19,0.45,17.95,45.05,361.99,9.11,993,5,0,1,1,4,1326,2,5899,1
0,5.5,52.13,0.42,1.75,31.34,74.98,1596.28,4.03,92,6,4,1,1,1,537,1,4363,2
3,6.25,17.65,0.73,0.15,25.16,87.15,2186.04,4.57,501,5,3,3,0,1,341,2,4030,4
3,5.27,44.22,0.67,1.04,38.19,73.11,1292.55,8.7,1735,2,0,2,0,4,115,2,5673,3
3,6.51,35.0,0.52,2.84,32.03,82.47,856.96,9.61,1161,2,1,2,2,3,469,1,1784,0
1,6.69,39.44,1.58,1.16,15.79,38.6,622.16,10.51,478,0,1,1,0,1,1292,1,366,4
3,6.12,63.29,0.43,0.72,30.76,37.72,1018.42,8.64,977,3,3,1,0,3,1345,1,3041,0
2,5.69,49.32,0.73,1.68,24.01,26.95,1644.92,6.03,1742,6,1,3,4,2,867,2,4877,1
0,7.24,16.29,1.46,2.83,25.1,28.69,283.17,7.91,789,4,4,2,4,4,524,2,4682,1
3,6.14,13.19,1.17,2.27,22.36,69.28,970.4,10.87,838,0,0,2,0,4,465,1,4258,3
3,6.75,16.17,1.11,0.48,22.21,61.4,1631.84,4.89,538,4,0,2,0,4,1341,2,2258,3
1,7.23,27.49,1.04,0.33,25.7,78.27,2356.97,6.95,147,4,0,2,2,3,92,1,4699,3
3,4.94,35.34,1.43,1.65,18.99,82.31,1935.43,9.02,1170,0,1,1,1,4,111,2,5678,4
1,7.56,64.1,1.41,1.78,22.32,39.9,243.29,6.14,214,4,3,1,0,4,391,2,3569,1
2,5.86,41.26,1.2,3.11,28.25,84.89,2074.64,5.74,1902,2,0,2,4,4,461,1,1340,2
0,7.28,14.58,0.43,2.03,27.48,78.38,1323.31,10.94,1444,6,1,1,2,4,594,2,2974,3
1,7.43,24.22,0.69,3.11,12.41,94.18,1146.58,7.75,1586,5,1,3,1,4,7,2,3582,3
3,4.94,15.99,1.31,2.32,17.86,78.52,734.8,10.49,360,2,1,3,2,2,1375,1,2390,1
1,7.84,10.65,1.5,1.07,29.93,70.6,219.5,5.45,1,3,1,1,0,4,161,1,570,4
3,6.58,48.69,0.59,0.62,30.16,45.91,1189.52,6.78,200,3,4,2,2,2,749,2,3882,1
1,7.75,15.13,0.75,0.35,25.91,39.03,1944.57,10.11,1717,0,1,2,4,2,1448,2,3352,4
1,4.86,16.27,0.5,0.47,30.06,39.78,1386.58,4.03,1879,0,0,1,1,1,86,1,1527,2
2,5.18,27.35,0.62,2.74,37.26,30.05,518.99,9.6,1387,2,3,2,2,3,657,2,5683,1
1,6.48,54.61,1.44,1.9,15.04,29.97,292.97,8.45,716,2,1,3,1,1,888,1,2146,0
1,7.26,13.66,1.26,1.01,34.65,91.96,536.18,8.25,1734,0,1,3,0,2,576,2,4160,1
1,6.75,34.25,0.41,2.5,32.52,61.56,2223.23,11.0,920,4,1,3,2,2,1139,1,3005,4
1,5.99,29.75,0.39,2.66,39.95,72.35,2452.44,4.66,675,3,4,2,0,4,1336,1,2428,4
0,7.85,28.2,1.05,2.69,25.17,87.31,2121.01,5.85,731,4,4,2,4,4,604,1,889,3
3,6.31,63.24,1.33,2.24,18.66,81.92,1095.57,5.96,1285,3,0,1,1,2,936,2,533,3
1,7.58,41.02,0.41,0.99,18.23,90.72,1225.9,5.17,1884,5,0,2,2,3,954,2,2119,0
1,4.81,30.62,0.38,0.76,33.58,48.3,372.71,10.43,1012,0,3,2,4,3,87,1,1839,4
0,5.06,31.33,0.95,1.82,17.59,53.2,1658.71,4.02,183,6,1,1,2,3,1337,1,2026,4
1,6.77,39.54,1.22,0.29,29.49,80.7,1701.6,9.64,1780,4,3,1,0,3,1000,1,3680,1
3,7.02,19.39,0.93,2.71,27.14,34.42,1041.33,10.14,714,3,1,3,1,4,512,1,268,1
1,7.37,57.33,0.91,1.84,36.88,79.32,2413.44,7.99,772,6,3,1,2,1,677,2,5114,3
0,6.25,53.05,0.44,1.76,26.5,74.29,595.35,7.78,555,4,0,2,2,4,82,2,5011,4
1,6.76,35.57,1.34,0.1,27.59,80.05,1047.28,5.87,1316,2,1,1,0,2,957,1,2779,0
0,7.75,31.04,0.81,2.75,14.88,44.3,1375.23,9.78,827,0,3,2,4,2,171,2,398,2
3,7.38,11.59,0.5,2.29,23.41,68.01,1326.15,7.91,805,2,3,2,1,4,869,2,4352,3
2,7.01,28.95,1.08,3.08,21.87,27.84,1791.57,9.42,1569,2,0,3,1,1,600,1,3874,0
0,7.14,47.69,1.47,0.21,18.36,61.83,1034.6,6.07,1571,6,4,3,4,3,862,2,259,2
3,7.24,40.13,0.62,2.25,19.7,63.63,1647.06,5.46,1475,0,4,1,4,1,1045,2,4339,3
2,7.37,41.31,1.54,0.28,25.77,28.42,501.85,6.88,348,5,0,3,1,2,636,2,4463,2
3,7.22,19.75,1.11,3.15,21.7,25.61,421.75,9.89,693,5,0,1,1,4,627,2,4664,4
0,7.0,25.49,0.67,3.46,15.63,25.88,2064.02,9.35,1640,3,0,2,2,4,283,2,2849,3
3,5.98,43.59,1.33,2.61,32.68,43.34,979.75,9.51,1903,2,4,3,1,3,60,2,1206,3
3,6.36,26.82,0.4,2.43,19.79,25.33,1137.5,7.94,739,3,1,2,1,2,879,2,1024,0
0,6.17,35.48,1.59,1.79,30.31,93.39,1840.26,8.33,1606,3,3,2,2,3,1440,1,1967,1
2,7.82,19.94,1.31,2.05,38.75,28.28,660.33,4.4,1173,2,0,1,4,4,393,1,618,0
0,5.86,36.71,1.41,1.58,38.28,51.67,1208.87,9.56,1315,5,4,1,2,2,861,2,2063,4
2,7.72,39.79,0.45,2.48,23.9,84.39,323.53,10.37,590,5,1,3,2,4,1216,1,1421,2
0,7.8,42.74,1.53,2.4,23.92,47.36,2374.99,10.62,515,4,4,3,0,3,199,1,2268,0
3,6.43,53.31,1.54,3.25,33.94,55.07,2126.24,6.22,1280,5,0,2,1,2,1095,1,5743,4
3,6.7,40.68,0.7,2.31,17.8,58.36,1696.12,5.4,642,2,0,2,0,2,604,1,4346,2
2,7.95,51.08,0.5,0.77,12.14,44.57,1753.7,6.82,1705,2,4,1,4,3,1002,1,5359,1
2,5.45,37.2,0.88,0.49,25.68,55.37,9.82,8.67,1880,0,4,3,0,2,1337,2,4702,0
2,6.35,22.33,0.94,2.68,14.85,74.94,573.0,6.52,35,4,0,2,2,2,540,2,4556,4
2,4.84,30.07,1.59,2.32,23.06,31.34,1798.67,5.69,1787,6,1,1,2,3,78,1,3324,1
1,6.87,42.57,0.63,2.96,18.52,93.76,2281.72,5.07,1428,6,0,3,2,1,1427,1,4762,0
2,7.88,39.02,1.03,2.84,29.5,82.11,454.08,6.34,1083,2,3,3,0,1,25,2,2651,4
3,6.46,32.47,0.42,0.7,36.14,88.14,2219.71,7.24,536,3,1,3,2,2,182,2,2060,0
0,5.69,48.74,1.1,0.6,39.08,47.68,64.39,6.58,1588,6,1,2,1,2,291,1,131,2
3,7.62,22.77,0.96,0.83,26.32,39.94,722.84,9.75,1865,2,0,1,0,4,1258,1,5344,1
